income,model,retired,stratifier,stratification,att,lower,upper,se,n_treat,n_control,n_dead_treat,n_dead_control,outcome_control,outcome_treat,p_val,pct,pct_lower,pct_upper
personal,non_health,1,index,7,-121,-257,15,69.371,11309,2790944,0,0,31479.674,31601.126,0.08,-0.40%,-0.82%,0.05%
personal,non_health,1,index,8,-159,-313,-4,78.681,9347,2315248,0,0,31620.856,31779.482,0.044,-0.50%,-0.99%,-0.01%
personal,non_health,1,index,9,-118,-290,55,87.87,7534,1893758,0,0,31789.322,31906.895,0.181,-0.40%,-0.91%,0.17%
personal,non_health,,index,0,63,3,123,30.78,58826,15357614,0,0,41168.504,41105.419,0.04,0.20%,0.01%,0.30%
personal,non_health,,index,1,124,54,194,35.793,56492,14839248,0,0,41344.951,41220.992,0.001,0.30%,0.13%,0.47%
personal,non_health,,index,2,383,306,459,38.95,53989,14322034,0,0,41508.671,41125.995,0,0.90%,0.74%,1.11%
personal,non_health,,index,3,514,430,598,42.655,51605,13819233,0,0,41652.272,41138.3,0,1.20%,1.03%,1.43%
personal,non_health,,index,4,562,471,653,46.482,45756,12398549,0,0,41523.165,40960.918,0,1.40%,1.13%,1.57%
personal,non_health,,index,5,569,471,666,49.833,40313,11042074,0,0,41316.552,40747.853,0,1.40%,1.14%,1.61%
personal,non_health,,index,6,443,338,548,53.419,35320,9785405,0,0,41117.041,40673.919,0,1.10%,0.82%,1.33%
personal,non_health,,index,7,304,190,418,58.227,30723,8615597,0,0,40882.549,40578.566,0,0.70%,0.46%,1.02%
personal,non_health,,index,8,310,185,434,63.458,26494,7485606,0,0,40723.817,40414.202,0,0.80%,0.45%,1.07%
personal,non_health,,index,9,216,84,349,67.471,22259,6428053,0,0,40470.801,40254.434,0.001,0.50%,0.21%,0.86%
personal,non_health,0,pre_socio,wage_earner,8938,8341,9534,304.26,23321,7890818,0,0,533121.637,524183.789,0,1.70%,1.56%,1.79%
personal,non_health,0,pre_socio,in_school,20339,17701,22977,1345.744,214,125894,0,0,451694.91,431356.036,0,4.50%,3.92%,5.09%
personal,non_health,0,pre_socio,unemp_recipient,-276,-1242,691,492.978,800,49919,0,0,319382.748,319658.299,0.576,-0.10%,-0.39%,0.22%
personal,non_health,0,pre_socio,disab_recipient,-2057,-2561,-1552,257.289,4779,837422,0,0,314154.287,316211.067,0,-0.70%,-0.82%,-0.49%
personal,non_health,0,pre_socio,self_employed,2771,882,4660,963.853,1024,27790,0,0,442417.769,439646.673,0.004,0.60%,0.20%,1.05%
personal,non_health,0,pre_socio,leave_recipient,4784,3222,6346,796.922,461,20092,0,0,352754.151,347970.023,0,1.40%,0.91%,1.80%
personal,non_health,0,pre_socio,unemployed_6mo,4671,3486,5856,604.671,808,60303,0,0,343138.511,338467.479,0,1.40%,1.02%,1.71%
personal,non_health,0,pre_socio,other,2713,327,5100,1217.578,714,50335,0,0,287065.029,284351.826,0.026,0.90%,0.11%,1.78%
personal,non_health,0,pre_socio,working_spouse,2323,126,4520,1121.08,206,6536,0,0,309409.039,307086.003,0.038,0.80%,0.04%,1.46%
personal,non_health,1,pre_socio,early_retirement,-801,-1525,-77,369.465,4578,906203,0,0,290083.126,290884.315,0.03,-0.30%,-0.53%,-0.03%
personal,non_health,1,pre_socio,retired,-1513,-1938,-1087,216.986,21921,5382302,0,0,318018.297,319530.889,0,-0.50%,-0.61%,-0.34%
personal,non_health,,pre_socio,wage_earner,8938,8341,9534,304.26,23321,7890818,0,0,533121.637,524183.789,0,1.70%,1.56%,1.79%
personal,non_health,,pre_socio,in_school,20339,17701,22977,1345.744,214,125894,0,0,451694.91,431356.036,0,4.50%,3.92%,5.09%
personal,non_health,,pre_socio,unemp_recipient,-276,-1242,691,492.978,800,49919,0,0,319382.748,319658.299,0.576,-0.10%,-0.39%,0.22%
personal,non_health,,pre_socio,disab_recipient,-2057,-2561,-1552,257.289,4779,837422,0,0,314154.287,316211.067,0,-0.70%,-0.82%,-0.49%
personal,non_health,,pre_socio,self_employed,2771,882,4660,963.853,1024,27790,0,0,442417.769,439646.673,0.004,0.60%,0.20%,1.05%
personal,non_health,,pre_socio,leave_recipient,4784,3222,6346,796.922,461,20092,0,0,352754.151,347970.023,0,1.40%,0.91%,1.80%
personal,non_health,,pre_socio,unemployed_6mo,4671,3486,5856,604.671,808,60303,0,0,343138.511,338467.479,0,1.40%,1.02%,1.71%
personal,non_health,,pre_socio,other,2713,327,5100,1217.578,714,50335,0,0,287065.029,284351.826,0.026,0.90%,0.11%,1.78%
personal,non_health,,pre_socio,working_spouse,2323,126,4520,1121.08,206,6536,0,0,309409.039,307086.003,0.038,0.80%,0.04%,1.46%
personal,non_health,,pre_socio,early_retirement,-801,-1525,-77,369.465,4578,906203,0,0,290083.126,290884.315,0.03,-0.30%,-0.53%,-0.03%
personal,non_health,,pre_socio,retired,-1513,-1938,-1087,216.986,21921,5382302,0,0,318018.297,319530.889,0,-0.50%,-0.61%,-0.34%
personal,non_health,0,edu,Basic,3090,2453,3726,324.935,8682,2020421,0,0,375000.817,371911.251,0,0.80%,0.65%,0.99%
personal,non_health,0,edu,Vocational training,5568,4834,6302,374.487,12759,4149010,0,0,462370.36,456802.457,0,1.20%,1.05%,1.36%
personal,non_health,0,edu,Upper secondary,7234,5444,9024,913.176,1281,229787,0,0,520918.368,513684.125,0,1.40%,1.05%,1.73%
personal,non_health,0,edu,Bachelor,9922,8848,10996,548.09,7263,2176341,0,0,570280.567,560358.762,0,1.70%,1.55%,1.93%
personal,non_health,0,edu,Higher education,20691,17786,23595,1481.985,1912,481410,0,0,749911.441,729220.686,0,2.80%,2.37%,3.15%
personal,non_health,0,edu,-1,2338,561,4115,906.632,430,12140,0,0,348196.482,345858.827,0.01,0.70%,0.16%,1.18%
personal,non_health,1,edu,Basic,-1881,-2362,-1401,245.172,12262,3364333,0,0,280314.947,282196.263,0,-0.70%,-0.84%,-0.50%
personal,non_health,1,edu,Vocational training,-91,-770,588,346.581,8387,1742743,0,0,303879.871,303970.818,0.793,0.00%,-0.25%,0.19%
personal,non_health,1,edu,Bachelor,-1837,-3062,-611,625.201,3088,477395,0,0,412250.285,414086.981,0.003,-0.40%,-0.74%,-0.15%
personal,non_health,1,edu,Upper secondary,-6896,-10367,-3425,1770.782,314,14198,0,0,363184.124,370080.183,0,-1.90%,-2.85%,-0.94%
personal,non_health,1,edu,-1,-3216,-4538,-1894,674.458,2066,671297,0,0,320026.345,323242.492,0,-1.00%,-1.42%,-0.59%
personal,non_health,1,edu,Higher education,-1471,-4958,2016,1779.027,382,18539,0,0,531376.259,532847.031,0.408,-0.30%,-0.93%,0.38%
personal,non_health,,edu,Basic,424,30,818,201.016,20944,5384754,0,0,324245.707,323821.944,0.035,0.10%,0.01%,0.25%
personal,non_health,,edu,Vocational training,3539,3006,4072,271.918,21146,5891753,0,0,405173.931,401634.86,0,0.90%,0.74%,1.01%
personal,non_health,,edu,Upper secondary,4721,3128,6315,813.145,1595,243985,0,0,492479.903,487758.473,0,1.00%,0.64%,1.28%
personal,non_health,,edu,Bachelor,6807,5949,7664,437.435,10351,2653736,0,0,527880.957,521074.112,0,1.30%,1.13%,1.45%
personal,non_health,,edu,Higher education,17320,14778,19862,1297.071,2294,499949,0,0,717289.142,699969.297,0,2.40%,2.06%,2.77%
personal,non_health,,edu,-1,-1506,-2564,-447,540.021,2496,683437,0,0,326480.019,327985.757,0.005,-0.50%,-0.79%,-0.14%
personal,non_health,0,fam_size,1,4323,3435,5211,453.271,6996,1482850,0,0,469284.949,464961.979,0,0.90%,0.73%,1.11%
personal,non_health,0,fam_size,2,5793,5152,6434,326.951,15285,3337129,0,0,431346.493,425553.229,0,1.30%,1.19%,1.49%
personal,non_health,0,fam_size,3+,9790,8911,10669,448.528,10046,4249130,0,0,562643.175,552853.287,0,1.70%,1.58%,1.90%
personal,non_health,1,fam_size,1,-1423,-1847,-999,216.25,13330,3383484,0,0,360743.089,362165.913,0,-0.40%,-0.51%,-0.28%
personal,non_health,1,fam_size,2,-1355,-1909,-801,282.493,13153,2904866,0,0,270248.901,271604.044,0,-0.50%,-0.71%,-0.30%
personal,non_health,1,fam_size,3+,814,-3570,5199,2236.947,16,156,0,0,256732.492,255918.273,0.716,0.30%,-1.39%,2.02%
personal,non_health,,fam_size,1,895,441,1349,231.59,20326,4866334,0,0,404783.165,403887.871,0,0.20%,0.11%,0.33%
personal,non_health,,fam_size,2,2725,2289,3162,222.809,28438,6241995,0,0,361363.512,358638.249,0,0.80%,0.63%,0.88%
personal,non_health,,fam_size,3+,9774,8897,10652,447.767,10062,4249285,0,0,562120.725,552346.248,0,1.70%,1.58%,1.89%
personal,non_health,0,familie_type,single,5567,4811,6323,385.56,9193,1853814,0,0,492085.929,486518.956,0,1.10%,0.98%,1.28%
personal,non_health,0,familie_type,partnered_unmarried,4230,3289,5171,480.06,3268,632462,0,0,495449.071,491219.403,0,0.90%,0.66%,1.04%
personal,non_health,0,familie_type,married,7586,6967,8204,315.578,19866,6582833,0,0,471678.48,464092.867,0,1.60%,1.48%,1.74%
personal,non_health,1,familie_type,single,-1412,-1836,-988,216.102,13337,3383511,0,0,360704.895,362116.892,0,-0.40%,-0.51%,-0.27%
personal,non_health,1,familie_type,married,-1507,-2092,-921,298.754,12303,2822447,0,0,268503.638,270010.277,0,-0.60%,-0.78%,-0.34%
personal,non_health,1,familie_type,partnered_unmarried,801,-339,1942,581.877,859,82547,0,0,295190.095,294388.929,0.169,0.30%,-0.11%,0.66%
personal,non_health,,familie_type,single,1914,1481,2347,221.111,22530,5237325,0,0,423040.097,421126.004,0,0.50%,0.35%,0.55%
personal,non_health,,familie_type,partnered_unmarried,3547,2755,4339,404.006,4127,715009,0,0,456706.324,453159.048,0,0.80%,0.60%,0.95%
personal,non_health,,familie_type,married,4405,3953,4857,230.613,32169,9405280,0,0,399609.846,395204.889,0,1.10%,0.99%,1.22%
personal,non_health,0,per_inc_qt,q2,3483,2973,3994,260.31,8102,1581794,0,0,352579.335,349096.035,0,1.00%,0.84%,1.13%
personal,non_health,0,per_inc_qt,q4,11735,10534,12937,613.1,9396,2837416,0,0,679214.369,667478.921,0,1.70%,1.55%,1.90%
personal,non_health,0,per_inc_qt,q3,7814,7108,8520,360.251,11362,4104592,0,0,477823.758,470009.993,0,1.60%,1.49%,1.78%
personal,non_health,0,per_inc_qt,q1,-2692,-3423,-1961,372.926,3467,545307,0,0,246227.348,248919.75,0,-1.10%,-1.39%,-0.80%
personal,non_health,1,per_inc_qt,q2,-1135,-1659,-612,267.098,11604,2883689,0,0,318195.951,319331.409,0,-0.40%,-0.52%,-0.19%
personal,non_health,1,per_inc_qt,q1,-1560,-2138,-981,295.159,11174,2884016,0,0,240182.538,241742.244,0,-0.60%,-0.89%,-0.41%
personal,non_health,1,per_inc_qt,q3,-3398,-4428,-2369,525.122,2976,465434,0,0,471871.626,475270.066,0,-0.70%,-0.94%,-0.50%
personal,non_health,1,per_inc_qt,q4,4303,1528,7078,1415.957,745,55366,0,0,669706.096,665403.023,0.002,0.60%,0.23%,1.06%
personal,non_health,,per_inc_qt,q2,1023,660,1387,185.488,19706,4465483,0,0,334167.704,333144.278,0,0.30%,0.20%,0.42%
personal,non_health,,per_inc_qt,q4,11250,10108,12391,582.497,10141,2892782,0,0,678588.273,667338.697,0,1.70%,1.49%,1.83%
personal,non_health,,per_inc_qt,q3,5917,5299,6535,315.2,14338,4570026,0,0,476401.747,470484.472,0,1.20%,1.11%,1.37%
personal,non_health,,per_inc_qt,q1,-1898,-2357,-1439,234.246,14641,3429323,0,0,241887.371,243785.388,0,-0.80%,-0.97%,-0.59%
personal,non_health,0,match_age,18to29,-1396,-2558,-235,592.737,253,240085,0,0,493342.232,494738.59,0.018,-0.30%,-0.52%,-0.05%
personal,non_health,0,match_age,30to34,6539,4125,8953,1231.588,726,502124,0,0,553903.441,547364.807,0,1.20%,0.74%,1.62%
personal,non_health,0,match_age,35to39,9989,8081,11898,973.559,1625,1046990,0,0,577587.707,567598.355,0,1.70%,1.40%,2.06%
personal,non_health,0,match_age,40to45,10662,9226,12097,732.403,3231,1396728,0,0,564660.583,553998.859,0,1.90%,1.63%,2.14%
personal,non_health,0,match_age,45to49,7088,5971,8205,569.95,5375,1515540,0,0,550441.111,543353.235,0,1.30%,1.08%,1.49%
personal,non_health,0,match_age,50to54,8358,7302,9414,538.639,6474,1564915,0,0,509390.387,501032.566,0,1.60%,1.43%,1.85%
personal,non_health,1,match_age,50to54,10574,3280,17867,3721.02,<5,10,0,0,287289.996,276716.298,0.017,3.70%,1.14%,6.22%
personal,non_health,1,match_age,55to59,5634,3625,7643,1024.955,123,20588,0,0,268721.547,263087.89,0,2.10%,1.35%,2.84%
personal,non_health,0,match_age,55to59,6033,5067,6999,492.951,7499,1667023,0,0,430257.761,424224.757,0,1.40%,1.18%,1.63%
personal,non_health,1,match_age,60to64,-1000,-1905,-96,461.619,3297,683526,0,0,291495.265,292495.709,0.03,-0.30%,-0.65%,-0.03%
personal,non_health,0,match_age,60to64,3062,2010,4115,536.965,5696,991654,0,0,380942.009,377879.586,0,0.80%,0.53%,1.08%
personal,non_health,1,match_age,65to69,-2897,-3552,-2242,334.167,7504,1438854,0,0,305551.865,308448.446,0,-0.90%,-1.16%,-0.73%
personal,non_health,0,match_age,65to69,5949,4421,7476,779.455,1312,142297,0,0,377850.992,371902.387,0,1.60%,1.17%,1.98%
personal,non_health,1,match_age,70to74,804,8,1599,406.027,5172,1378799,0,0,311291.968,310488.387,0.048,0.30%,0.00%,0.51%
personal,non_health,0,match_age,70to74,-41250,-47580,-34919,3229.848,89,1316,0,0,420233.826,461483.762,0,-9.80%,-11.32%,-8.31%
personal,non_health,1,match_age,75to79,-710,-1661,242,485.508,4490,1129000,0,0,323942.471,324652.315,0.144,-0.20%,-0.51%,0.07%
personal,non_health,0,match_age,75to79,18181,8105,28258,5141.006,28,254,0,0,409924.539,391743.329,0,4.40%,1.98%,6.89%
personal,non_health,1,match_age,80to84,-849,-1916,217,544.155,3376,859453,0,0,335234.792,336083.856,0.119,-0.30%,-0.57%,0.06%
personal,non_health,1,match_age,85to89,-7630,-9549,-5710,979.294,1819,522285,0,0,340614.767,348244.562,0,-2.20%,-2.80%,-1.68%
personal,non_health,1,match_age,90to120,-1275,-3168,619,965.919,717,255990,0,0,341909.113,343183.625,0.187,-0.40%,-0.93%,0.18%
personal,non_health,0,match_age,80to84,-894,-7112,5324,3172.393,11,138,0,0,296777.929,297672.187,0.778,-0.30%,-2.40%,1.79%
personal,non_health,0,match_age,85to89,13811,-10059,37680,12178.279,10,45,0,0,344617.72,330807.032,0.262,4.00%,-2.92%,10.93%
personal,non_health,,match_age,18to29,-1396,-2558,-235,592.737,253,240085,0,0,493342.232,494738.59,0.018,-0.30%,-0.52%,-0.05%
personal,non_health,,match_age,30to34,6539,4125,8953,1231.588,726,502124,0,0,553903.441,547364.807,0,1.20%,0.74%,1.62%
personal,non_health,,match_age,35to39,9989,8081,11898,973.559,1625,1046990,0,0,577587.707,567598.355,0,1.70%,1.40%,2.06%
personal,non_health,,match_age,40to45,10662,9226,12097,732.403,3231,1396728,0,0,564660.583,553998.859,0,1.90%,1.63%,2.14%
personal,non_health,,match_age,45to49,7088,5971,8205,569.95,5375,1515540,0,0,550441.111,543353.235,0,1.30%,1.08%,1.49%
personal,non_health,,match_age,50to54,8358,7303,9414,538.512,6475,1564925,0,0,509344.481,500986.449,0,1.60%,1.43%,1.85%
personal,non_health,,match_age,55to59,6039,5089,6989,484.759,7622,1687611,0,0,427583.739,421544.795,0,1.40%,1.19%,1.63%
personal,non_health,,match_age,60to64,1522,784,2260,376.39,8993,1675180,0,0,347159.8,345637.644,0,0.40%,0.23%,0.65%
personal,non_health,,match_age,65to69,-1552,-2152,-951,306.49,8816,1581151,0,0,316467.228,318018.822,0,-0.50%,-0.68%,-0.30%
personal,non_health,,match_age,70to74,114,-676,903,402.897,5261,1380115,0,0,313105.657,312992.117,0.778,0.00%,-0.22%,0.29%
personal,non_health,,match_age,75to79,-513,-1460,434,482.971,4516,1129254,0,0,324657.012,325169.936,0.288,-0.20%,-0.45%,0.13%
personal,non_health,,match_age,80to84,-832,-1897,233,543.419,3387,859591,0,0,335325.197,336157.066,0.126,-0.20%,-0.57%,0.07%
personal,non_health,,match_age,85to89,-7489,-9407,-5571,978.592,1829,522330,0,0,341128.67,348617.769,0,-2.20%,-2.76%,-1.63%
personal,non_health,,match_age,90to120,-1275,-3168,619,965.919,717,255990,0,0,341909.113,343183.625,0.187,-0.40%,-0.93%,0.18%
personal,non_health,0,year,2001,9,-332,351,174.377,1869,569883,0,0,44941.684,44932.232,0.957,0.00%,-0.74%,0.78%
personal,non_health,0,year,2002,443,-47,933,250.119,1972,578039,0,0,90023.94,89580.742,0.076,0.50%,-0.05%,1.04%
personal,non_health,0,year,2003,969,327,1610,327.364,1919,575984,0,0,135835.825,134867.093,0.003,0.70%,0.24%,1.19%
personal,non_health,0,year,2004,2063,1289,2837,394.862,1954,573158,0,0,183738.758,181675.553,0,1.10%,0.70%,1.54%
personal,non_health,0,year,2005,2240,1314,3166,472.462,1908,582098,0,0,231613.407,229373.089,0,1.00%,0.57%,1.37%
personal,non_health,0,year,2006,3277,2182,4372,558.808,1927,592484,0,0,281897.649,278620.627,0,1.20%,0.77%,1.55%
personal,non_health,0,year,2007,4345,3093,5596,638.548,1955,587049,0,0,334500.096,330155.25,0,1.30%,0.92%,1.67%
personal,non_health,0,year,2008,4477,3122,5831,690.958,2244,606646,0,0,381741.355,377264.654,0,1.20%,0.82%,1.53%
personal,non_health,0,year,2009,5641,4227,7056,721.686,2890,651310,0,0,429424.346,423783.037,0,1.30%,0.98%,1.64%
personal,non_health,0,year,2010,6473,4891,8054,806.962,2838,646624,0,0,480772.396,474299.811,0,1.30%,1.02%,1.68%
personal,non_health,1,year,2001,-53,-254,148,102.668,1361,389229,0,0,27861.759,27914.762,0.606,-0.20%,-0.91%,0.53%
personal,non_health,1,year,2002,-355,-729,19,190.946,1393,380786,0,0,56395.251,56750.038,0.063,-0.60%,-1.29%,0.03%
personal,non_health,1,year,2003,-302,-799,195,253.608,1356,381541,0,0,85363.9,85665.945,0.234,-0.40%,-0.94%,0.23%
personal,non_health,1,year,2004,-615,-1252,21,324.963,1420,388853,0,0,115990.382,116605.822,0.058,-0.50%,-1.08%,0.02%
personal,non_health,1,year,2005,-386,-1113,342,371.233,1428,393330,0,0,146696.852,147082.558,0.299,-0.30%,-0.76%,0.23%
personal,non_health,1,year,2006,-472,-1345,401,445.39,1584,404473,0,0,176357.652,176829.917,0.289,-0.30%,-0.76%,0.23%
personal,non_health,1,year,2007,-445,-1452,561,513.573,1581,417889,0,0,209600.634,210046.089,0.386,-0.20%,-0.69%,0.27%
personal,non_health,1,year,2008,97,-980,1175,549.637,1880,425406,0,0,239565.682,239468.367,0.859,0.00%,-0.41%,0.49%
personal,non_health,1,year,2009,670,-459,1798,575.611,2304,432006,0,0,269603.994,268934.412,0.245,0.20%,-0.17%,0.67%
personal,non_health,1,year,2010,317,-962,1596,652.527,2193,433452,0,0,306245.38,305928.03,0.627,0.10%,-0.31%,0.52%
personal,non_health,0,year,2011,5896,4362,7431,782.841,2792,636189,0,0,472404.949,466508.608,0,1.20%,0.92%,1.57%
personal,non_health,1,year,2011,-565,-1791,662,625.564,2074,438380,0,0,303028.829,303593.431,0.367,-0.20%,-0.59%,0.22%
personal,non_health,0,year,2012,7454,5925,8982,779.701,2748,628206,0,0,473461.57,466007.994,0,1.60%,1.25%,1.90%
personal,non_health,1,year,2012,-105,-1280,1069,599.311,1949,443166,0,0,304380.698,304486.096,0.86,0.00%,-0.42%,0.35%
personal,non_health,0,year,2013,7440,5865,9016,803.8,2710,624139,0,0,478531.248,471091.187,0,1.60%,1.23%,1.88%
personal,non_health,1,year,2013,-1304,-2493,-116,606.27,2008,445263,0,0,310435.889,311740.183,0.031,-0.40%,-0.80%,-0.04%
personal,non_health,0,year,2014,7724,6138,9309,808.721,2656,638726,0,0,486919.966,479196.389,0,1.60%,1.26%,1.91%
personal,non_health,1,year,2014,-1850,-3024,-675,599.361,2021,456067,0,0,315188.665,317038.226,0.002,-0.60%,-0.96%,-0.21%
personal,non_health,0,year,2015,7969,6366,9571,817.805,2603,631142,0,0,495027.009,487058.502,0,1.60%,1.29%,1.93%
personal,non_health,1,year,2015,-2982,-4204,-1759,623.599,2171,458664,0,0,320021.752,323003.33,0,-0.90%,-1.31%,-0.55%
personal,non_health,0,year,2016,6616,5035,8198,806.765,2555,619993,0,0,449806.504,443190.238,0,1.50%,1.12%,1.82%
personal,non_health,1,year,2016,-2811,-3999,-1624,605.992,2044,434869,0,0,294263.961,297075.306,0,-1.00%,-1.36%,-0.55%
personal,non_health,0,year,2017,7498,5979,9018,775.253,2506,609085,0,0,400173.274,392675.071,0,1.90%,1.49%,2.25%
personal,non_health,1,year,2017,-2113,-3289,-937,600.021,1918,413669,0,0,263533.543,265646.722,0,-0.80%,-1.25%,-0.36%
personal,non_health,0,year,2018,6450,4990,7911,745.246,2457,601998,0,0,351720.322,345270.108,0,1.80%,1.42%,2.25%
personal,non_health,1,year,2018,-1977,-3072,-882,558.532,1802,389839,0,0,233126.689,235103.834,0,-0.80%,-1.32%,-0.38%
personal,non_health,,year,2001,-17,-232,198,109.784,3230,959112,0,0,37744.849,37761.713,0.878,0.00%,-0.61%,0.53%
personal,non_health,,year,2002,117,-211,444,167.25,3365,958825,0,0,76249.947,76133.275,0.485,0.20%,-0.28%,0.58%
personal,non_health,,year,2003,462,30,894,220.269,3262,957525,0,0,115362.869,114901.041,0.036,0.40%,0.03%,0.77%
personal,non_health,,year,2004,1002,473,1531,269.941,3374,962011,0,0,156375.431,155373.419,0,0.60%,0.30%,0.98%
personal,non_health,,year,2005,1223,594,1851,320.694,3336,975428,0,0,197708.036,196485.194,0,0.60%,0.30%,0.94%
personal,non_health,,year,2006,1821,1076,2566,379.997,3511,996957,0,0,239671.762,237850.852,0,0.80%,0.45%,1.07%
personal,non_health,,year,2007,2514,1659,3369,436.301,3536,1004938,0,0,284729.778,282215.465,0,0.90%,0.58%,1.18%
personal,non_health,,year,2008,2751,1824,3678,472.964,4124,1032052,0,0,325263.724,322513.142,0,0.80%,0.56%,1.13%
personal,non_health,,year,2009,3704,2732,4677,495.97,5194,1083316,0,0,366352.024,362647.526,0,1.00%,0.75%,1.28%
personal,non_health,,year,2010,4031,2937,5124,558.013,5031,1080076,0,0,412401.841,408371.31,0,1.00%,0.71%,1.24%
personal,non_health,,year,2011,3259,2208,4311,536.715,4866,1049284,0,0,404813.653,401554.176,0,0.80%,0.55%,1.07%
personal,non_health,,year,2012,4352,3317,5387,528.077,4697,1059545,0,0,405096.083,400743.764,0,1.10%,0.82%,1.33%
personal,non_health,,year,2013,3918,2858,4977,540.503,4557,1069402,0,0,409853.05,405935.536,0,1.00%,0.70%,1.21%
personal,non_health,,year,2014,3803,2746,4860,539.336,4403,1094793,0,0,415754.021,411951.387,0,0.90%,0.66%,1.17%
personal,non_health,,year,2015,3450,2384,4516,543.69,4379,1074350,0,0,421110.126,417660.213,0,0.80%,0.57%,1.07%
personal,non_health,,year,2016,2696,1648,3744,534.64,4205,1039793,0,0,384542.712,381846.409,0,0.70%,0.43%,0.97%
personal,non_health,,year,2017,3511,2499,4522,516.128,4032,1011197,0,0,343324.67,339814.087,0,1.00%,0.73%,1.32%
personal,non_health,,year,2018,2995,2023,3968,496.087,3876,978480,0,0,303068.202,300072.895,0,1.00%,0.67%,1.31%
personal,non_health,0,reg,Hovedstaden,5699,4745,6653,486.833,10081,2880113,0,0,514520.063,508820.817,0,1.10%,0.92%,1.29%
personal,non_health,0,reg,Syddanmark,6594,5725,7462,443.201,7249,2084102,0,0,458033.986,451440.414,0,1.40%,1.25%,1.63%
personal,non_health,0,reg,Midtjylland,7190,6271,8110,469.089,6833,2104332,0,0,472139.205,464948.819,0,1.50%,1.33%,1.72%
personal,non_health,0,reg,Nordjylland,4766,3648,5884,570.27,3086,734600,0,0,456036.766,451270.797,0,1.00%,0.80%,1.29%
personal,non_health,0,reg,Sjaelland,9473,8396,10550,549.51,5078,1265962,0,0,465809.221,456335.861,0,2.00%,1.80%,2.26%
personal,non_health,1,reg,Sjaelland,-612,-1493,269,449.505,4171,965396,0,0,302754.791,303366.643,0.173,-0.20%,-0.49%,0.09%
personal,non_health,1,reg,Hovedstaden,-2569,-3331,-1808,388.702,8397,1812073,0,0,336468.071,339037.477,0,-0.80%,-0.99%,-0.54%
personal,non_health,1,reg,Syddanmark,-1622,-2331,-912,362.003,5863,1475672,0,0,296167.748,297789.546,0,-0.50%,-0.79%,-0.31%
personal,non_health,1,reg,Midtjylland,-469,-1239,301,392.82,5385,1361342,0,0,302010.075,302479.296,0.232,-0.20%,-0.41%,0.10%
personal,non_health,1,reg,Nordjylland,-474,-1366,418,455.156,2683,674022,0,0,297871.404,298345.48,0.298,-0.20%,-0.46%,0.14%
personal,non_health,,reg,Hovedstaden,2364,1710,3018,333.596,18478,4692186,0,0,442522.3,440158.02,0,0.50%,0.39%,0.68%
personal,non_health,,reg,Syddanmark,3362,2763,3962,305.9,13112,3559774,0,0,393402.381,390040.261,0,0.90%,0.70%,1.01%
personal,non_health,,reg,Midtjylland,4275,3636,4914,326.136,12218,3465674,0,0,405191.638,400916.414,0,1.10%,0.90%,1.21%
personal,non_health,,reg,Nordjylland,2611,1853,3369,386.907,5769,1408622,0,0,389801.822,387190.961,0,0.70%,0.48%,0.86%
personal,non_health,,reg,Sjaelland,5396,4656,6136,377.587,9249,2231358,0,0,399638.939,394243.078,0,1.40%,1.16%,1.54%
personal,age_sex_edu,0,,,3761,3256,4265,257.347,30653,6216310,0,0,468121.055,464360.435,0,0.80%,0.70%,0.91%
personal,age_sex_edu,1,,,-4745,-5239,-4251,252.106,20385,3457398,0,0,309364.852,314109.587,0,-1.50%,-1.69%,-1.37%
personal,age_sex_edu,,,,892,518,1266,190.946,51038,9673708,0,0,413042.601,412150.844,0,0.20%,0.13%,0.31%
personal,age_sex_edu,0,index,0,-108,-237,21,65.763,30653,6216310,0,0,48985.966,49094.357,0.099,-0.20%,-0.48%,0.04%
personal,age_sex_edu,0,index,1,2,-133,137,68.945,30063,6110917,0,0,48764.441,48762.633,0.979,0.00%,-0.27%,0.28%
personal,age_sex_edu,0,index,2,464,325,604,71.284,29320,6004503,0,0,48449.955,47985.508,0,1.00%,0.67%,1.25%
personal,age_sex_edu,0,index,3,662,521,802,71.588,28569,5905803,0,0,48126.696,47464.983,0,1.40%,1.08%,1.67%
personal,age_sex_edu,0,index,4,703,553,853,76.462,25716,5377335,0,0,47374.803,46671.839,0,1.50%,1.17%,1.80%
personal,age_sex_edu,0,index,5,722,566,878,79.651,22812,4824680,0,0,46640.895,45918.991,0,1.50%,1.21%,1.88%
personal,age_sex_edu,0,index,6,549,383,715,84.76,20106,4334791,0,0,45962.572,45413.223,0,1.20%,0.83%,1.56%
personal,age_sex_edu,0,index,7,336,160,513,89.994,17630,3836718,0,0,45290.914,44954.737,0,0.70%,0.35%,1.13%
personal,age_sex_edu,0,index,8,258,70,446,96.008,15269,3351925,0,0,44595.002,44336.735,0.007,0.60%,0.16%,1.00%
personal,age_sex_edu,0,index,9,172,-26,371,101.25,12702,2864194,0,0,43929.811,43757.427,0.089,0.40%,-0.06%,0.84%
personal,age_sex_edu,1,index,0,-344,-451,-238,54.173,20385,3457398,0,0,29940.773,30285.214,0,-1.20%,-1.51%,-0.80%
personal,age_sex_edu,1,index,1,-415,-526,-303,56.816,19050,3240789,0,0,30178.37,30592.951,0,-1.40%,-1.74%,-1.00%
